ATAC name,RNA name
chr5:111254341-111255153,CAMK4
chr5:111254341-111255153,chr5:111254341-111255153
chr7:92682703-92683518,CDK6
chr7:92682703-92683518,chr7:92682703-92683518
chr4:112309047-112309743,ALPK1
chr4:112309047-112309743,chr4:112309047-112309743
chr14:92396944-92398569,SLC24A4
chr14:92396944-92398569,chr14:92396944-92398569
BCL11A,chr2:60454381-60454819
BCL11A,chr2:60459925-60460331
BCL11A,chr2:60463351-60463510
BCL11A,chr2:60468863-60469098
BCL11A,chr2:60472014-60472517
BCL11A,chr2:60482131-60482505
BCL11A,chr2:60483937-60485403
BCL11A,chr2:60485974-60486272
BCL11A,chr2:60491009-60491264
BCL11A,chr2:60492576-60492920
BCL11A,chr2:60498251-60500093
BCL11A,chr2:60507420-60508399
BCL11A,chr2:60511423-60512437
BCL11A,chr2:60515522-60516791
BCL11A,chr2:60524009-60524339
BCL11A,chr2:60525917-60526969
BCL11A,chr2:60527590-60528470
BCL11A,chr2:60528997-60529635
BCL11A,chr2:60530367-60530997
BCL11A,chr2:60534240-60534658
BCL11A,chr2:60540188-60540584
BCL11A,chr2:60543925-60544708
BCL11A,chr2:60549132-60557896
BCL11A,BCL11A
chr14:95713975-95714350,AL139020.1
chr14:95713975-95714350,TCL1A
chr14:95713975-95714350,chr14:95713975-95714350
chr7:128360276-128362444,PRRT4
chr7:128360276-128362444,chr7:128360276-128362444
chr4:139786961-139787349,MAML3
chr4:139786961-139787349,chr4:139786961-139787349
chr13:50080028-50083862,DLEU2
chr13:50080028-50083862,DLEU1
chr13:50080028-50083862,chr13:50080028-50083862
chr17:64106242-64107449,ERN1
chr17:64106242-64107449,chr17:64106242-64107449
chr2:8480863-8482158,LINC00299
chr2:8480863-8482158,chr2:8480863-8482158
chr9:677438-677731,KANK1
chr9:677438-677731,AL136979.1
chr9:677438-677731,chr9:677438-677731
chr11:59210577-59213729,MPEG1
chr11:59210577-59213729,chr11:59210577-59213729
chr22:32796959-32797328,SYN3
chr22:32796959-32797328,chr22:32796959-32797328
PHACTR2,chr6:143534625-143535101
PHACTR2,chr6:143536109-143540239
PHACTR2,chr6:143541081-143541526
PHACTR2,chr6:143542883-143546500
PHACTR2,chr6:143549639-143549959
PHACTR2,chr6:143554405-143555753
PHACTR2,chr6:143566810-143567723
PHACTR2,chr6:143575299-143575799
PHACTR2,chr6:143598233-143598904
PHACTR2,chr6:143614167-143614660
PHACTR2,chr6:143620579-143620786
PHACTR2,chr6:143647811-143648091
PHACTR2,chr6:143677597-143679323
PHACTR2,chr6:143695597-143696077
PHACTR2,chr6:143708837-143709369
PHACTR2,chr6:143731754-143732941
PHACTR2,chr6:143741230-143742110
PHACTR2,chr6:143759519-143760091
PHACTR2,chr6:143807692-143808134
PHACTR2,PHACTR2
chr3:12345131-12345412,PPARG
chr3:12345131-12345412,chr3:12345131-12345412
C11orf96,chr11:43942043-43942842
C11orf96,C11orf96
chr7:80622569-80622886,CD36
chr7:80622569-80622886,chr7:80622569-80622886
chr7:18666037-18666553,HDAC9
chr7:18666037-18666553,chr7:18666037-18666553
chr21:25421354-25422176,LINC00158
chr21:25421354-25422176,chr21:25421354-25422176
chr7:75611545-75612196,HIP1
chr7:75611545-75612196,chr7:75611545-75612196
chr7:139897795-139898865,TBXAS1
chr7:139897795-139898865,chr7:139897795-139898865
CCDC200,chr17:43217731-43218132
CCDC200,CCDC200
chr17:58621198-58621479,TEX14
chr17:58621198-58621479,chr17:58621198-58621479
chr12:29552423-29552697,TMTC1
chr12:29552423-29552697,chr12:29552423-29552697
chr6:108616356-108617428,FOXO3
chr6:108616356-108617428,chr6:108616356-108617428
chr9:111895900-111898716,UGCG
chr9:111895900-111898716,chr9:111895900-111898716
chr7:16758654-16759503,TSPAN13
chr7:16758654-16759503,chr7:16758654-16759503
chr6:56742121-56742913,DST
chr6:56742121-56742913,chr6:56742121-56742913
chr1:153355404-153355935,S100A9
chr1:153355404-153355935,chr1:153355404-153355935
chr4:85707629-85708068,ARHGAP24
chr4:85707629-85708068,chr4:85707629-85708068
chr2:59301774-59302220,AC007100.1
chr2:59301774-59302220,chr2:59301774-59302220
chr6:13277300-13278595,PHACTR1
chr6:13277300-13278595,chr6:13277300-13278595
chr12:89663456-89664802,ATP2B1
chr12:89663456-89664802,chr12:89663456-89664802
chr9:136655019-136673849,EGFL7
chr9:136655019-136673849,chr9:136655019-136673849
chr17:70122887-70123645,AC005208.1
chr17:70122887-70123645,chr17:70122887-70123645
chr17:61816477-61817010,BRIP1
chr17:61816477-61817010,chr17:61816477-61817010
chrX:96994116-96994528,DIAPH2
chrX:96994116-96994528,chrX:96994116-96994528
HIST1H4C,chr6:26103299-26105218
HIST1H4C,HIST1H4C
chr8:118108415-118113700,EXT1
chr8:118108415-118113700,chr8:118108415-118113700
SLC25A43,chrX:119398707-119400093
SLC25A43,chrX:119426859-119427609
SLC25A43,SLC25A43
chr3:172698210-172699437,NCEH1
chr3:172698210-172699437,chr3:172698210-172699437
chr17:35875256-35876044,AC015849.1
chr17:35875256-35876044,CCL5
chr17:35875256-35876044,chr17:35875256-35876044
chr3:39271332-39272981,CX3CR1
chr3:39271332-39272981,chr3:39271332-39272981
chr11:115503031-115505231,CADM1
chr11:115503031-115505231,chr11:115503031-115505231
chr15:91954197-91954938,SLCO3A1
chr15:91954197-91954938,chr15:91954197-91954938
chr1:89269243-89269723,GBP5
chr1:89269243-89269723,chr1:89269243-89269723
AC108879.1,chrX:39261487-39261772
AC108879.1,AC108879.1
chr3:31815573-31816415,OSBPL10
chr3:31815573-31816415,chr3:31815573-31816415
chr9:87497324-87499250,DAPK1
chr9:87497324-87499250,chr9:87497324-87499250
chr8:47496019-47497240,SPIDR
chr8:47496019-47497240,chr8:47496019-47497240
AC025569.1,AC025569.1
chr17:32502991-32505461,MYO1D
chr17:32502991-32505461,chr17:32502991-32505461
chr4:163590573-163592614,MARCH1
chr4:163590573-163592614,chr4:163590573-163592614
chr6:138509402-138509774,NHSL1
chr6:138509402-138509774,chr6:138509402-138509774
chr10:19983962-19984240,PLXDC2
chr10:19983962-19984240,chr10:19983962-19984240
chr11:14669003-14669345,PDE3B
chr11:14669003-14669345,chr11:14669003-14669345
chr10:88389420-88389882,RNLS
chr10:88389420-88389882,chr10:88389420-88389882
chr6:136037530-136037941,PDE7B
chr6:136037530-136037941,chr6:136037530-136037941
chr8:20146844-20147354,SLC18A1
chr8:20146844-20147354,chr8:20146844-20147354
chr7:47543667-47544062,TNS3
chr7:47543667-47544062,chr7:47543667-47544062
chr12:65907445-65907881,HMGA2
chr12:65907445-65907881,chr12:65907445-65907881
chr6:14116971-14139988,CD83
chr6:14116971-14139988,chr6:14116971-14139988
chr8:130348606-130350291,ASAP1
chr8:130348606-130350291,chr8:130348606-130350291
chr20:40686526-40691350,MAFB
chr20:40686526-40691350,chr20:40686526-40691350
chr19:38032933-38035255,SIPA1L3
chr19:38032933-38035255,chr19:38032933-38035255
chr4:67558307-67559177,STAP1
chr4:67558307-67559177,chr4:67558307-67559177
chr14:92487615-92489302,SLC24A4
chr14:92487615-92489302,chr14:92487615-92489302
chr18:55506054-55506445,TCF4
chr18:55506054-55506445,chr18:55506054-55506445
chr18:63196991-63200896,BCL2
chr18:63196991-63200896,chr18:63196991-63200896
chr4:77586784-77587409,CXCL13
chr4:77586784-77587409,chr4:77586784-77587409
chr14:92717570-92718136,LGMN
chr14:92717570-92718136,chr14:92717570-92718136
chr12:15698903-15698955,EPS8
chr12:15698903-15698955,chr12:15698903-15698955
chr7:13057408-13058219,AC011287.1
chr7:13057408-13058219,chr7:13057408-13058219
chrX:66018340-66019169,AL034397.3
chrX:66018340-66019169,chrX:66018340-66019169
chr6:13447928-13449022,GFOD1
chr6:13447928-13449022,chr6:13447928-13449022
PAK1,chr11:77381750-77382193
PAK1,chr11:77405509-77405954
PAK1,chr11:77408341-77412628
PAK1,chr11:77418185-77419307
PAK1,chr11:77435864-77436312
PAK1,chr11:77442642-77443011
PAK1,chr11:77444226-77444710
PAK1,chr11:77445631-77446294
PAK1,chr11:77448298-77449687
PAK1,chr11:77455648-77457222
PAK1,chr11:77470378-77470871
PAK1,chr11:77471514-77472013
PAK1,chr11:77472848-77476339
PAK1,PAK1
chr17:59804378-59805675,VMP1
chr17:59804378-59805675,chr17:59804378-59805675
chr2:208395255-208395585,PTH2R
chr2:208395255-208395585,chr2:208395255-208395585
chrX:68204637-68204799,OPHN1
chrX:68204637-68204799,chrX:68204637-68204799
chr2:74847491-74848107,HK2
chr2:74847491-74848107,chr2:74847491-74848107
chr5:91111875-91112216,LUCAT1
chr5:91111875-91112216,chr5:91111875-91112216
AF165147.1,chr21:28410286-28410581
AF165147.1,chr21:28516949-28517391
AF165147.1,chr21:28605005-28605641
AF165147.1,AF165147.1
chr7:20193360-20193754,MACC1
chr7:20193360-20193754,chr7:20193360-20193754
chr5:59123447-59128632,PDE4D
chr5:59123447-59128632,chr5:59123447-59128632
chr8:78723822-78723882,IL7
chr8:78723822-78723882,chr8:78723822-78723882
chr6:90211413-90212766,BACH2
chr6:90211413-90212766,chr6:90211413-90212766
chr19:17538730-17541462,NIBAN3
chr19:17538730-17541462,chr19:17538730-17541462
chr11:85752036-85753896,SYTL2
chr11:85752036-85753896,chr11:85752036-85753896
chr4:48132724-48134770,TXK
chr4:48132724-48134770,chr4:48132724-48134770
chr17:64058753-64059048,ERN1
chr17:64058753-64059048,chr17:64058753-64059048
chr17:64087581-64088080,ERN1
chr17:64087581-64088080,chr17:64087581-64088080
chr10:102916816-102919781,CNNM2
chr10:102916816-102919781,chr10:102916816-102919781
chr12:63955477-63956501,SRGAP1
chr12:63955477-63956501,chr12:63955477-63956501
chr14:75446552-75446756,JDP2
chr14:75446552-75446756,chr14:75446552-75446756
chr11:114111139-114112029,ZBTB16
chr11:114111139-114112029,chr11:114111139-114112029
chr21:38476321-38476750,ERG
chr21:38476321-38476750,chr21:38476321-38476750
MIR181A1HG,chr1:198778140-198778460
MIR181A1HG,chr1:198788384-198789115
MIR181A1HG,chr1:198881124-198881704
MIR181A1HG,chr1:198889047-198889537
MIR181A1HG,chr1:198907153-198907701
MIR181A1HG,chr1:198918860-198920636
MIR181A1HG,chr1:198922013-198923438
MIR181A1HG,chr1:198923950-198924393
MIR181A1HG,chr1:198929344-198930736
MIR181A1HG,chr1:198932459-198932945
MIR181A1HG,chr1:198934432-198937942
MIR181A1HG,MIR181A1HG
chr16:72995217-72995590,ZFHX3
chr16:72995217-72995590,chr16:72995217-72995590
chr11:36149559-36150354,LDLRAD3
chr11:36149559-36150354,chr11:36149559-36150354
chr15:38017630-38018180,LINC02345
chr15:38017630-38018180,chr15:38017630-38018180
chr2:207479502-207479581,AC009226.1
chr2:207479502-207479581,chr2:207479502-207479581
chr11:111394258-111394582,POU2AF1
chr11:111394258-111394582,chr11:111394258-111394582
chr2:181252170-181253735,LINC01934
chr2:181252170-181253735,chr2:181252170-181253735
chr8:47353141-47354274,SPIDR
chr8:47353141-47354274,chr8:47353141-47354274
chr12:11657742-11657933,ETV6
chr12:11657742-11657933,chr12:11657742-11657933
chr14:95291085-95292253,CLMN
chr14:95291085-95292253,chr14:95291085-95292253
chr19:6113672-6113989,RFX2
chr19:6113672-6113989,chr19:6113672-6113989
chr2:12262650-12262995,MIR3681HG
chr2:12262650-12262995,chr2:12262650-12262995
chr5:89305828-89305966,MEF2C-AS1
chr5:89305828-89305966,chr5:89305828-89305966
chr6:130885284-130885791,EPB41L2
chr6:130885284-130885791,chr6:130885284-130885791
chr21:32914542-32915116,AP000282.1
chr21:32914542-32915116,chr21:32914542-32915116
chr18:5419035-5419331,EPB41L3
chr18:5419035-5419331,chr18:5419035-5419331
chr5:14385183-14385335,TRIO
chr5:14385183-14385335,chr5:14385183-14385335
chr4:3414177-3415106,RGS12
chr4:3414177-3415106,chr4:3414177-3415106
chr6:151723191-151723569,ESR1
chr6:151723191-151723569,chr6:151723191-151723569
chr6:56594936-56595902,DST
chr6:56594936-56595902,chr6:56594936-56595902
chr12:66964257-66965165,GRIP1
chr12:66964257-66965165,chr12:66964257-66965165
chr4:9927457-9927750,SLC2A9
chr4:9927457-9927750,chr4:9927457-9927750
RSPH3,chr6:158991515-158991617
RSPH3,chr6:158995279-158995765
RSPH3,chr6:158996772-158997338
RSPH3,chr6:158998731-159000883
RSPH3,RSPH3
chr11:60376380-60382255,MS4A7
chr11:60376380-60382255,chr11:60376380-60382255
chr16:17454156-17454538,XYLT1
chr16:17454156-17454538,chr16:17454156-17454538
chr19:43654538-43655654,PLAUR
chr19:43654538-43655654,chr19:43654538-43655654
chr4:158208836-158210793,TMEM144
chr4:158208836-158210793,chr4:158208836-158210793
chr13:46386019-46388128,RUBCNL
chr13:46386019-46388128,chr13:46386019-46388128
chr14:23228804-23229005,RNF212B
chr14:23228804-23229005,chr14:23228804-23229005
chr6:24357319-24358542,DCDC2
chr6:24357319-24358542,chr6:24357319-24358542
STXBP5-AS1,chr6:146857349-146858206
STXBP5-AS1,chr6:146876186-146877205
STXBP5-AS1,chr6:146877964-146879408
STXBP5-AS1,chr6:146887209-146887642
STXBP5-AS1,chr6:146892490-146893052
STXBP5-AS1,chr6:146913396-146915091
STXBP5-AS1,chr6:146915766-146916030
STXBP5-AS1,chr6:146950293-146950785
STXBP5-AS1,chr6:147103781-147103918
STXBP5-AS1,chr6:147107056-147107376
STXBP5-AS1,chr6:147109601-147110171
STXBP5-AS1,chr6:147131850-147132144
STXBP5-AS1,chr6:147194796-147195899
STXBP5-AS1,chr6:147201568-147206137
STXBP5-AS1,STXBP5-AS1
chr21:29356519-29357205,BACH1
chr21:29356519-29357205,chr21:29356519-29357205
chr5:95081164-95082488,MCTP1
chr5:95081164-95082488,chr5:95081164-95082488
AC068308.1,AC068308.1
chr18:46070254-46074543,PSTPIP2
chr18:46070254-46074543,chr18:46070254-46074543
chr1:41919365-41920811,HIVEP3
chr1:41919365-41920811,chr1:41919365-41920811
chr2:48080634-48081171,AC092650.1
chr2:48080634-48081171,chr2:48080634-48081171
chr9:124552015-124552055,NR6A1
chr9:124552015-124552055,chr9:124552015-124552055
chr14:59154418-59154766,LINC01500
chr14:59154418-59154766,chr14:59154418-59154766
AL049828.1,chr14:39430396-39433917
AL049828.1,chr14:39469337-39469722
AL049828.1,chr14:39472117-39472415
AL049828.1,chr14:39641255-39641605
AL049828.1,AL049828.1
chr4:113547329-113548171,CAMK2D
chr4:113547329-113548171,chr4:113547329-113548171
chr7:116025150-116025948,TFEC
chr7:116025150-116025948,chr7:116025150-116025948
AJAP1,chr1:4652621-4652926
AJAP1,chr1:4736108-4736680
AJAP1,AJAP1
chr10:96669115-96671984,PIK3AP1
chr10:96669115-96671984,chr10:96669115-96671984
chr11:114131462-114132037,ZBTB16
chr11:114131462-114132037,chr11:114131462-114132037
chr5:142821815-142822608,ARHGAP26
chr5:142821815-142822608,chr5:142821815-142822608
IL21-AS1,chr4:122635248-122635626
IL21-AS1,IL21-AS1
chr19:42179197-42179712,POU2F2
chr19:42179197-42179712,chr19:42179197-42179712
chr1:85090348-85090571,WDR63
chr1:85090348-85090571,chr1:85090348-85090571
ARHGAP24,chr4:85474578-85475822
ARHGAP24,chr4:85477626-85478037
ARHGAP24,chr4:85481961-85482490
ARHGAP24,chr4:85491561-85491953
ARHGAP24,chr4:85498120-85498986
ARHGAP24,chr4:85500538-85500856
ARHGAP24,chr4:85514208-85514506
ARHGAP24,chr4:85531585-85532137
ARHGAP24,chr4:85557012-85557748
ARHGAP24,chr4:85607386-85608112
ARHGAP24,chr4:85610514-85610838
ARHGAP24,chr4:85657126-85657707
ARHGAP24,chr4:85659557-85660083
ARHGAP24,chr4:85660637-85661038
ARHGAP24,chr4:85669101-85669683
ARHGAP24,chr4:85672259-85673393
ARHGAP24,chr4:85679233-85679596
ARHGAP24,chr4:85681027-85681777
ARHGAP24,chr4:85697848-85698249
ARHGAP24,chr4:85700406-85700654
ARHGAP24,chr4:85701619-85702533
ARHGAP24,chr4:85707629-85708068
ARHGAP24,chr4:85717458-85717588
ARHGAP24,chr4:85725376-85726398
ARHGAP24,chr4:85733691-85734221
ARHGAP24,chr4:85736507-85737052
ARHGAP24,chr4:85743241-85743844
ARHGAP24,chr4:85747815-85748289
ARHGAP24,chr4:85761797-85762233
ARHGAP24,chr4:85778203-85778930
ARHGAP24,chr4:85796907-85797019
ARHGAP24,chr4:85798313-85798784
ARHGAP24,chr4:85842500-85842967
ARHGAP24,chr4:85928804-85929311
ARHGAP24,ARHGAP24
SLC27A6,chr5:128537218-128539090
SLC27A6,chr5:128927563-128928124
SLC27A6,SLC27A6
chr3:172061442-172062605,FNDC3B
chr3:172061442-172062605,chr3:172061442-172062605
chr13:31963595-31963983,FRY
chr13:31963595-31963983,chr13:31963595-31963983
chr5:146751515-146752494,PPP2R2B
chr5:146751515-146752494,chr5:146751515-146752494
chr7:92864164-92864390,AC002454.1
chr7:92864164-92864390,chr7:92864164-92864390
chr10:33211100-33211746,NRP1
chr10:33211100-33211746,chr10:33211100-33211746
chr1:178119654-178120055,RASAL2
chr1:178119654-178120055,chr1:178119654-178120055
chr22:25061936-25063335,KIAA1671
chr22:25061936-25063335,chr22:25061936-25063335
chr6:132733437-132735401,VNN3
chr6:132733437-132735401,chr6:132733437-132735401
chr7:16926065-16926699,AHR
chr7:16926065-16926699,chr7:16926065-16926699
chr8:78393444-78393737,PKIA-AS1
chr8:78393444-78393737,chr8:78393444-78393737
chr6:73746832-73748116,CD109
chr6:73746832-73748116,chr6:73746832-73748116
TSHZ2,chr20:52971902-52974673
TSHZ2,chr20:52975320-52975781
TSHZ2,chr20:52984277-52984356
TSHZ2,chr20:53000806-53002472
TSHZ2,chr20:53022239-53022260
TSHZ2,chr20:53070682-53070913
TSHZ2,chr20:53158110-53158309
TSHZ2,chr20:53208380-53208919
TSHZ2,chr20:53215174-53215575
TSHZ2,chr20:53216994-53217495
TSHZ2,chr20:53322673-53323029
TSHZ2,chr20:53387993-53388870
TSHZ2,chr20:53402633-53403011
TSHZ2,chr20:53413087-53413515
TSHZ2,TSHZ2
chr14:92475433-92476334,SLC24A4
chr14:92475433-92476334,chr14:92475433-92476334
chr10:6060624-6063016,IL2RA
chr10:6060624-6063016,chr10:6060624-6063016
chr2:8376820-8377332,LINC00299
chr2:8376820-8377332,chr2:8376820-8377332
chr16:48622673-48624344,AC007611.1
chr16:48622673-48624344,chr16:48622673-48624344
chr4:85697848-85698249,ARHGAP24
chr4:85697848-85698249,chr4:85697848-85698249
chr1:157849055-157849996,CD5L
chr1:157849055-157849996,chr1:157849055-157849996
chr1:97833826-97834317,DPYD
chr1:97833826-97834317,chr1:97833826-97834317
chr3:51384042-51387705,DOCK3
chr3:51384042-51387705,chr3:51384042-51387705
chr3:127735863-127736827,MGLL
chr3:127735863-127736827,chr3:127735863-127736827
chr14:22391826-22392318,AC244502.1
chr14:22391826-22392318,chr14:22391826-22392318
chr7:143416531-143417007,EPHA1-AS1
chr7:143416531-143417007,chr7:143416531-143417007
chr10:88553120-88553644,RNLS
chr10:88553120-88553644,chr10:88553120-88553644
RFPL2,chr22:32200762-32201143
RFPL2,chr22:32202363-32203632
RFPL2,chr22:32204161-32205387
RFPL2,chr22:32206667-32207323
RFPL2,RFPL2
chr4:104966324-104967613,AC004053.1
chr4:104966324-104967613,AC096577.1
chr4:104966324-104967613,chr4:104966324-104967613
chr13:32267874-32268224,FRY
chr13:32267874-32268224,chr13:32267874-32268224
chr14:80956921-80957305,CEP128
chr14:80956921-80957305,chr14:80956921-80957305
chr6:10886574-10887564,SYCP2L
chr6:10886574-10887564,chr6:10886574-10887564
LINC01917,LINC01917
chr10:77165830-77165860,KCNMA1
chr10:77165830-77165860,chr10:77165830-77165860
chr1:178192535-178193123,RASAL2
chr1:178192535-178193123,chr1:178192535-178193123
MGLL,chr3:127690835-127691281
MGLL,chr3:127694360-127694778
MGLL,chr3:127696078-127698208
MGLL,chr3:127715537-127715876
MGLL,chr3:127729241-127730349
MGLL,chr3:127730903-127731269
MGLL,chr3:127732971-127733690
MGLL,chr3:127734597-127735195
MGLL,chr3:127735863-127736827
MGLL,chr3:127750189-127751058
MGLL,chr3:127753651-127755742
MGLL,chr3:127761202-127762807
MGLL,chr3:127764077-127764094
MGLL,chr3:127768284-127769077
MGLL,chr3:127770762-127771414
MGLL,chr3:127775317-127776008
MGLL,chr3:127777880-127778499
MGLL,chr3:127791079-127791494
MGLL,chr3:127800468-127800838
MGLL,chr3:127821461-127821791
MGLL,chr3:127822327-127823684
MGLL,chr3:127831815-127832221
